title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
"Responsive Web & Mobile Development in HTML,CSS & Javascript","Create interactive and responsive web/hybrid mobile apps for android and ios using HTML, CSS and Javascript",Development,Web Development,/complete-web-development-with-html-css-and-javascript/,true,"₹1,280",4.21053,18145
SQL Tutorial: Learn SQL with MySQL Database -Beginner2Expert,"Learn SQL and Database Development to work effectively in DBMS like MySQL, SQL Server, Oracle, PostgreSQL, DB2 etc.",Development,Databases,/sql-tutorial-learn-sql-with-mysql-database-beginner2expert/,true,"₹12,480",4.40123,7325
Interactive Python Dashboards with Plotly and Dash,"Learn how to create interactive plots and intelligent dashboards with Plotly, Python, and the Dash library!",Business,Data & Analytics,/interactive-python-dashboards-with-plotly-and-dash/,true,"₹12,480",4.58617,9105
Learning Algorithms in JavaScript from Scratch,Make your code & programs faster and more efficient by using algorithms. Be very well prepared for technical interviews.,Development,Software Engineering,/learning-algorithms-in-javascript-from-scratch/,true,"₹11,200",4.61,17116
PowerPoint Presentation: Design & Animate 20 Business Slides,"Every secret PowerPoint tips & tricks you need: To design and animate 20+ professional, advanced PowerPoint presentation",Design,Design Thinking,/powerpoint-design-animation/,true,"₹12,800",4.28061,16665
"Marketing Strategy To Reach 1,000,000 With SEO, Social Media","Growth hacking to reach 1,000,000 people online with digital marketing: 2019 SEO & social media marketing strategies",Marketing,Growth Hacking,/marketing-plan-strategy-become-a-great-marketer/,true,"₹12,800",4.42708,16246
Copywriting Master Course - Work From Home 3 Hours A Week!,Copywriting secrets. Learn this simple system to make a six figure income working from home! NO EXPERIENCE REQUIRED!,Marketing,Content Marketing,/copywriting-marketing-work-from-home/,true,"₹12,480",4.92135,2840
Master SQL For Data Science,Become a SQL query wizard and never be afraid to look at a large SQL query again!,Business,Data & Analytics,/master-sql-for-data-science/,true,"₹12,800",4.57384,6332
NLP Master Practitioner Certificate (Advanced to Expert),Achology Certified Neuro-Linguistic Programming Master Practitioner Certificate Course | NLP Master Practitioner (NLPMP),Personal Development,Personal Transformation,/neuro-linguistic-programming-nlp-master-practitioner-online-course/,true,"₹12,800",4.46535,18497
The Complete HTML & CSS Course - From Novice To Professional,In this Course Students will be able to learn a Complete HTML & CSS Course taking them From Novice To Professional,Development,Web Development,/htmlwebsite/,true,"₹12,800",4,57835
Prince2 Foundation Training 2017,"Prince2 Foundation Training Course, accredited by PEOPLECERT",Teaching & Academics,Test Prep,/prince2-foundation-training/,true,"₹12,800",3.92143,8382
Phantom & Mavic Filmschool 1- master autopilot with Litchi,Use autopilot to get amazing cinematic shots with your drone. You will master the Litchi app & take pro footage!,Photography,Other,/phantom-filmschool/,true,"₹1,920",4.6129,3781
Microsoft Excel 2016 Master Class: Beginner to Advanced,Quickly learn how use Excel 2016 the right way and make your life easier and more productive in our complete course!,Office Productivity,Microsoft,/excel-2016-tutorial/,true,"₹12,800",4.61905,20319
Docker Swarm: BEGINNER + ADVANCED,Learn How To Use Docker Swarm To Manage Docker At Scale,Development,Development Tools,/docker-swarm-from-beginner-to-advanced-with-docker-cluster-hosting/,true,"₹12,800",4.09756,21456
Business Process Modeling A-Z™: Learn BPMN 2.0 From Scratch,"A-Z Guide To BPMN: Create Your First BMP Models. Business Process Modelling Beginner To Advanced. Sequence Flow, Gateway",Business,Project Management,/process-modeling/,true,"₹12,800",4.28037,7988
The Complete Apache Groovy Developer Course,Learn how to program using Apache Groovy.,Development,Programming Languages,/apache-groovy/,true,"₹12,800",4.27358,6012
SQL Server Administration Part1,SQL Education with a purpose,IT & Software,IT Certification,/sql-server-administration-part1/,true,"₹1,280",4.46154,5376
Kali Linux Tutorial For Beginners,#1 Ranking Kali Linux Tutorial! Learn from the pros how to use Kali Linux easily and quickly.,IT & Software,Network & Security,/kali-linux-tutorial-for-beginners/,true,"₹12,480",4.50775,18539
Lyricology: Perfect Song Structure and Beat Selection!,"Simple techniques for counting bars, song structure and beat selection for aspiring hip hop artists.",Music,Music Techniques,/lyricology-101-perfect-song-structure-and-beat-selection/,true,"₹2,560",4.69136,6079
Shopify Power: Build An Ecommerce Website Using Shopify,"Shopify Ecommerce Website Course |Learn Shopify From A Proven Expert | Integrate Shopify With Amazon, Etsy and eBay",Development,E-Commerce,/shopify-power/,true,"₹10,560",4.33333,9346
Complete Python 3 Masterclass Journey,Master Python 3! Use story based learning to go from a beginner to being able to create real programs with Python!,Development,Programming Languages,/complete-python-3-masterclass-journey/,true,"₹12,800",4.50889,9576
How to Make a Freaking iPhone App - iOS 10 and Swift 3,iPhone App Development from scratch. Learn how to make iOS apps using Xcode 8. The Basics Include Pokemon Go & Snapchat,Development,Mobile Apps,/how-to-make-a-freaking-iphone-app-ios-10-swift-3-xcode-8/,true,"₹12,800",4.71875,5724
Inspirational Screenwriting.  The #1 Screenwriting Course!,Learn the screenwriting secrets behind successful cinematic stories in the world of film & television script writing.,Personal Development,Creativity,/million-dollar-screenwriter/,true,"₹2,240",4.77863,7892
Build Your Own First Person Shooter / Survival Game in Unity,Part I: Create and Design Artificially Intelligent Game Characters with Advanced Animation Systems,Development,Game Development,/build-your-own-first-person-shooter-survival-game-in-unity/,true,"₹12,480",4.54667,13107
"Complete & Practical SAS, Statistics & Data Analysis Course","A complete guide and use cases study for job seekers and beginners -- start career in  SAS, Statistics and Data science",Business,Data & Analytics,/complete-practical-sas-statistics-data-analysis-course/,true,"₹5,760",3.9486,7266
Backbone Tutorial: Learn Backbonejs from Scratch,"A collection of hands-on, step-by-step, bite-sized Backbone tutorials covering fundamentals of Backbone.",Development,Web Development,/backbonejs-tutorial/,true,"₹5,760",4.33951,6660
"CBT for Depression, Anxiety, Phobias and Panic Attacks","Cognitive Behavioural Therapy for Depression, Anxiety, Phobias and Panic Attacks",Health & Fitness,Mental Health,/cbt-for-depression-anxiety-phobias-and-panic-attacks/,true,"₹12,800",4.26119,7944
Become a Hadoop Developer |Training|Tutorial ,Learn Hadoop and get certified & bag one of the highest paying IT jobs in current times.  ,Development,Databases,/hadoop-tutorial/,true,"₹1,280",3.8,16478
Accounting: From Beginner to Advanced,Learn accounting like never before. Learn easy and fast. Easy to understand Accounting. Best accounting course online.,Teaching & Academics,Social Science,/accounting101/,true,"₹12,800",4.3645,5968
Wordpress Complete Web Design :Latest Wordpress Design Techs,Master Wordpress website design with Elementor : beginner to Advanced - no coding & build Wordpress ecommerce web Design,Development,Web Development,/wordpress-complete-web-design-latest-wordpress-design-techs/,true,"₹12,800",4.56686,22315
Facebook Marketing: A Step-by-Step to Your First 1000 Fans!,Facebook Marketing 2015: The Leading Facebook Strategies Proven to Attract 1000 Relevant & Genuine Facebook Likes!,Marketing,Social Media Marketing,/facebook-pages/,true,"₹12,800",4.40278,26066
Affiliate Marketing Beginner: Sell T-Shirts with Teespring,"How I successfully sell t-shirts, as an affiliate, part time using Facebook and Teespring.",Marketing,Affiliate Marketing,/sell-t-shirts-with-teespring-beginner/,true,"₹6,080",4.56024,4704
R Programming For Absolute Beginners,Learn the basics of writing code in R - your first step to become a data scientist,Business,Data & Analytics,/r-programming-course-for-absolute-beginners/,true,"₹1,920",4.30597,24023
Algorithms and Data Structures in Python,"A guide to implement the most up to date algorithms from scratch: arrays, linked lists, graph algorithms and sorting",IT & Software,Other,/algorithms-and-data-structures-in-python/,true,"₹12,800",4.22156,7457
The Absolute Beginners Guide to Information & Cyber Security,"Learn Cyber Security concepts such as hacking, malware, firewalls, worms, phishing, encryption, biometrics, BYOD & more",IT & Software,Network & Security,/the-absolute-beginners-guide-to-information-cyber-security/,true,"₹6,400",4.50257,4595
Finance for the Real World - Corporate Finance 101,Learn the basics of Finance! We will cover compounding interest and many other topics,Business,Finance,/finance-a-brief-introduction-and-basics-finance-101/,true,"₹1,280",4.20455,16498
Kindle Secrets: How I Wrote a Best Selling eBook In 72 hours,"Kindle Insights:  Learn My Proven Kindle System to Write and Market a Kindle BestSeller, and earn $10,000+ in Royalties!",Business,Home Business,/how-to-become-a-kindle-best-seller/,true,"₹12,800",4.21951,24280
Home Business: The Complete CPA Marketing Course,Find success in a new industry using this totally effective secret strategy.,Marketing,Digital Marketing,/laser-targeted-traffic/,true,"₹12,800",4.2087,15752
The Complete eBay Course - eBay From Beginner To Advanced,"Learn how to sell on eBay and then build a giant eBay business with this complete, A - Z, beginner to advanced course.",Business,Home Business,/the-complete-ebay-course-ebay-from-beginner-to-advanced/,true,"₹12,800",4.38889,6272
Learn Excel 2016 Intermediate Level - Beyond the Basics,"If you already know the basics of Excel, this intermediate level course will help you become an Excel power user",Office Productivity,Microsoft,/learn-microsoft-excel-2016-intermediate-training-course/,true,"₹4,480",4.10526,16293
Learn Unit Testing with Junit & Mockito in 30 Steps,Learn Mockito and JUnit - the most popular unit testing and mocking frameworks - with 25 Examples,IT & Software,Other,/mockito-tutorial-with-junit-examples/,true,"₹12,800",4.28082,7685
Understanding Unconscious Bias,How to eliminate prejudice in your organisation and create a fair and inclusive working environment,Business,Human Resources,/unconscious-bias/,true,"₹3,200",4.12859,3575
Complete Introduction to Business Data Analysis,"Move beyond basic reports and learn data analysis.  Learn to easily turn data into information, insight and intelligence",Business,Data & Analytics,/the-complete-introduction-to-business-data-analysis/,true,"₹6,400",4.31173,6807
The Complete Piano & Music Theory Beginners Course,"Learn all piano and music theory basics fast, and save big on months of initial private lessons. Finally learn keyboard!",Music,Instruments,/piano-lessons-music-theory-beginners-course/,true,"₹3,200",4.39375,12785
"The Complete Personal Finance Course: Save,Protect,Make More","3 Courses in 1! Save,Protect & Make More! By an Award Winning MBA Professor, VC & Best Selling Online Business Teacher.",Business,Finance,/the-complete-personal-finance-course-save-protect-make-more/,true,"₹12,800",4.47619,12877
Mobile App Design from scratch with Sketch 3 : UX and UI,"The new, improved and updated best-selling step by step guide to learn how to design a great mobile app.",Development,Mobile Apps,/mobile-app-design-from-scratch/,true,"₹1,600",4.27143,22612
Digital Photography for Beginners with DSLR cameras,Learn how to take stunning photographs by mastering both the technical and creative sides of digital photography.,Photography,Digital Photography,/digital-photography-for-beginners-with-dslr-cameras/,true,"₹6,400",4.57456,5730
